OTU	Domain		Phylum		Class		Order		Family		Genus		A1.FF	A2.FF	A3.FF	A4.FF	A5.FF	A6.FF	B1.FF	B2.FF	B3.FF	B4.FF	B5.FF	B6.FF	C1.FF	C2.FF	C3.FF	C4.FF	C5.FF	C6.FF	D1.FF	D2.FF	D3.FF	D4.FF	D5.FF	D6.FF
Otu03013	Fungi	100%	Ascomycota	100%	Pezizomycetes	45%	Pezizales	45%	Pezizales incertae sedis	45%	Phialea	45%	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03014	Fungi	100%	Ascomycota	100%	Pezizomycetes	14%	Pezizales	14%	Pezizales incertae sedis	14%	Phialea	14%	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03015	Fungi	100%	Ascomycota	100%	Dothideomycetes	89%	Pleosporales	89%	Pleomassariaceae	55%	Pleomassaria	55%	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03016	Fungi	100%	Ascomycota	100%	Leotiomycetes	98%	Helotiales	82%	Helotiales incertae sedis	73%	Fulvoflamma	56%	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu03017	Fungi	100%	Ascomycota	100%	Pezizomycetes	54%	Pezizales	54%	Pezizales incertae sedis	54%	Phialea	54%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu03018	Fungi	100%	Ascomycota	100%	Leotiomycetes	99%	Helotiales	98%	Helotiaceae	44%	Godronia	21%	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03019	Fungi	100%	Ascomycota	100%	Leotiomycetes	99%	Helotiales	97%	Helotiaceae	21%	Crinula	12%	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03020	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Dothideomycetes incertae sedis	100%	Dothideomycetes incertae sedis	100%	Repetophragma	100%	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03021	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Capnodiales	100%	Capnodiales incertae sedis	59%	Devriesia	53%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03022	Fungi	100%	Ascomycota	100%	Leotiomycetes	98%	Helotiales	94%	Sclerotiniaceae	49%	Mitrula	30%	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03023	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	94%	Helotiales incertae sedis	52%	Fulvoflamma	35%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu03024	Fungi	100%	Ascomycota	100%	Leotiomycetes	99%	Helotiales	79%	Bulgariaceae	27%	Bulgaria	27%	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03025	Fungi	100%	Ascomycota	100%	Leotiomycetes	96%	Helotiales	95%	Hyaloscyphaceae	60%	Hyaloscypha	50%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu03026	Fungi	100%	Ascomycota	100%	Leotiomycetes	88%	Helotiales	87%	Helotiales incertae sedis	32%	Eleutheromyces	23%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03027	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	72%	Helotiales incertae sedis	53%	Chalara	44%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03028	Fungi	100%	Ascomycota	100%	Leotiomycetes	93%	Helotiales	66%	Helotiales incertae sedis	41%	Chalara	26%	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03029	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	93%	Helotiales incertae sedis	68%	Hyalodendriella	64%	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03030	Fungi	100%	Ascomycota	100%	Leotiomycetes	99%	Helotiales	99%	Helotiales incertae sedis	79%	Chalara	47%	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03031	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Dothideomycetes incertae sedis	100%	Dothideomycetes incertae sedis	100%	Repetophragma	100%	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu03032	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Pleosporales	92%	Lophiostomataceae	58%	Herpotrichia	30%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03033	Fungi	100%	Ascomycota	100%	Dothideomycetes	93%	Dothideomycetes incertae sedis	80%	Dothideomycetes incertae sedis	80%	Repetophragma	80%	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03034	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Leotiomycetes incertae sedis	48%	Leotiomycetes incertae sedis	48%	Collophora	48%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03035	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	100%	Helotiaceae	49%	Hymenoscyphus	19%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03036	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	97%	Helotiales incertae sedis	97%	Fulvoflamma	97%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03037	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	100%	Helotiaceae	51%	Godronia	20%	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03038	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	100%	Helotiaceae	47%	Godronia	17%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03039	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	99%	Dermateaceae	63%	Neofabraea	63%	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03040	Fungi	100%	Ascomycota	100%	Leotiomycetes	96%	Helotiales	94%	Sclerotiniaceae	69%	Mitrula	49%	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu03041	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	98%	Dermateaceae	56%	Neofabraea	56%	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03042	Fungi	100%	Ascomycota	100%	Leotiomycetes	96%	Helotiales	96%	Helotiales incertae sedis	46%	Chalara	26%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03043	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Leotiomycetes incertae sedis	28%	Leotiomycetes incertae sedis	28%	Collophora	28%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03044	Fungi	100%	Ascomycota	100%	Leotiomycetes	92%	Helotiales	92%	Sclerotiniaceae	28%	Torrendiella	27%	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03045	Fungi	100%	Ascomycota	100%	Leotiomycetes	92%	Helotiales	91%	Helotiales incertae sedis	30%	Eleutheromyces	24%	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03046	Fungi	100%	Ascomycota	100%	Lecanoromycetes	98%	Lecanoromycetes incertae sedis	72%	Lecanoromycetes incertae sedis	72%	Furcaspora	72%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu03047	Fungi	100%	Ascomycota	100%	Leotiomycetes	99%	Helotiales	91%	Helotiales incertae sedis	58%	Satchmopsis	34%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu03048	Fungi	100%	Ascomycota	100%	Leotiomycetes	98%	Helotiales	98%	Helotiaceae	39%	Godronia	16%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03049	Fungi	100%	Ascomycota	100%	Leotiomycetes	98%	Leotiomycetes incertae sedis	96%	Myxotrichaceae	95%	Myxotrichum	66%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03050	Fungi	100%	Ascomycota	100%	Leotiomycetes	49%	Helotiales	47%	Helotiaceae	15%	Crinula	10%	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03051	Fungi	100%	Ascomycota	100%	Ascomycota incertae sedis	40%	Ascomycota incertae sedis	40%	Ascomycota incertae sedis	40%	Lecophagus	37%	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03052	Fungi	100%	Ascomycota	99%	Leotiomycetes	58%	Helotiales	58%	Helotiales incertae sedis	42%	Satchmopsis	26%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03053	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	100%	Helotiaceae	99%	Hymenoscyphus	72%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03054	Fungi	100%	Ascomycota	100%	Leotiomycetes	89%	Helotiales	88%	Helotiales incertae sedis	31%	Eleutheromyces	25%	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03055	Fungi	100%	Ascomycota	100%	Leotiomycetes	87%	Helotiales	87%	Sclerotiniaceae	48%	Ciboria	11%	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03056	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	98%	Helotiaceae	31%	Hymenoscyphus	7%	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03057	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Capnodiales	98%	Capnodiales incertae sedis	67%	Devriesia	66%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03058	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	100%	Dermateaceae	93%	Neofabraea	93%	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03059	Fungi	100%	Ascomycota	100%	Pezizomycetes	29%	Pezizales	29%	Pezizales incertae sedis	29%	Phialea	29%	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03060	Fungi	100%	Ascomycota	100%	Leotiomycetes	97%	Helotiales	95%	Sclerotiniaceae	52%	Mitrula	27%	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu03061	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	100%	Helotiaceae	42%	Godronia	18%	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03062	Fungi	100%	Ascomycota	100%	Pezizomycetes	14%	Pezizales	14%	Pezizales incertae sedis	14%	Phialea	14%	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03063	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Dothideomycetes incertae sedis	100%	Dothideomycetes incertae sedis	100%	Repetophragma	100%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu03064	Fungi	100%	Ascomycota	100%	Leotiomycetes	99%	Helotiales	98%	Helotiales incertae sedis	21%	Clathrosporium	16%	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu03065	Fungi	100%	Ascomycota	100%	Pezizomycetes	37%	Pezizales	37%	Pezizales incertae sedis	37%	Phialea	37%	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03066	Fungi	100%	Ascomycota	100%	Leotiomycetes	95%	Helotiales	95%	Helotiales incertae sedis	23%	Eleutheromyces	21%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03067	Fungi	99%	Ascomycota	98%	Ascomycota incertae sedis	24%	Ascomycota incertae sedis	24%	Ascomycota incertae sedis	24%	Anungitopsis	22%	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03068	Fungi	100%	Ascomycota	100%	Eurotiomycetes	100%	Eurotiales	100%	Trichocomaceae	100%	Eupenicillium	100%	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03069	Fungi	100%	Ascomycota	100%	Pezizomycetes	48%	Pezizales	48%	Pezizales incertae sedis	48%	Phialea	48%	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03070	Fungi	100%	Ascomycota	100%	Leotiomycetes	99%	Leotiomycetes incertae sedis	34%	Leotiomycetes incertae sedis	34%	Collophora	34%	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03071	Fungi	100%	Ascomycota	100%	Leotiomycetes	95%	Helotiales	93%	Helotiaceae	66%	Chloroscypha	47%	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03072	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Dothideomycetes incertae sedis	100%	Dothideomycetes incertae sedis	100%	Repetophragma	100%	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03073	Fungi	100%	Ascomycota	100%	Leotiomycetes	95%	Helotiales	94%	Vibrisseaceae	24%	Vibrissea	24%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu03074	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	92%	Helotiales incertae sedis	73%	Satchmopsis	28%	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03075	Fungi	99%	Ascomycota	96%	Leotiomycetes	24%	Helotiales	24%	Helotiales incertae sedis	14%	Fulvoflamma	11%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03076	Fungi	100%	Ascomycota	100%	Ascomycota incertae sedis	22%	Ascomycota incertae sedis	22%	Ascomycota incertae sedis	22%	Anungitopsis	22%	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03077	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	97%	Helotiales incertae sedis	91%	Hyalodendriella	49%	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03078	Fungi	100%	Ascomycota	100%	Pezizomycetes	16%	Pezizales	16%	Pezizales incertae sedis	16%	Phialea	16%	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03079	Fungi	100%	Ascomycota	100%	Leotiomycetes	96%	Helotiales	94%	Sclerotiniaceae	48%	Mitrula	29%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03080	Fungi	100%	Ascomycota	100%	Dothideomycetes	91%	Dothideomycetes incertae sedis	79%	Dothideomycetes incertae sedis	79%	Repetophragma	79%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu03081	Fungi	100%	Ascomycota	100%	Leotiomycetes	94%	Helotiales	91%	Sclerotiniaceae	55%	Mitrula	33%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03082	Fungi	100%	Ascomycota	100%	Leotiomycetes	99%	Leotiomycetes incertae sedis	39%	Leotiomycetes incertae sedis	38%	Collophora	38%	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03083	Fungi	100%	Ascomycota	100%	Pezizomycetes	52%	Pezizales	52%	Pezizales incertae sedis	52%	Phialea	52%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03084	Fungi	100%	Ascomycota	100%	Leotiomycetes	77%	Helotiales	75%	Helotiaceae	38%	Crinula	15%	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03085	Fungi	100%	Ascomycota	100%	Leotiomycetes	77%	Helotiales	72%	Dermateaceae	27%	Neofabraea	27%	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu03086	Fungi	100%	Ascomycota	100%	Pezizomycetes	71%	Pezizales	71%	Pezizales incertae sedis	71%	Phialea	71%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu03087	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Dothideomycetes incertae sedis	100%	Dothideomycetes incertae sedis	100%	Repetophragma	100%	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03088	Fungi	100%	Ascomycota	100%	Leotiomycetes	98%	Helotiales	80%	Helotiales incertae sedis	59%	Fulvoflamma	30%	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03089	Fungi	100%	Ascomycota	100%	Lecanoromycetes	68%	Lecanoromycetes incertae sedis	36%	Lecanoromycetes incertae sedis	36%	Furcaspora	36%	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03090	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Dothideomycetes incertae sedis	100%	Dothideomycetes incertae sedis	100%	Repetophragma	100%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03091	Fungi	100%	Ascomycota	100%	Leotiomycetes	98%	Helotiales	98%	Dermateaceae	56%	Neofabraea	56%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03092	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	98%	Helotiaceae	62%	Godronia	43%	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03093	Fungi	100%	Ascomycota	100%	Ascomycota incertae sedis	72%	Ascomycota incertae sedis	72%	Ascomycota incertae sedis	72%	Scolecobasidiella	44%	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03094	Fungi	100%	Ascomycota	100%	Leotiomycetes	98%	Helotiales	98%	Sclerotiniaceae	46%	Mitrula	17%	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03095	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Leotiomycetes incertae sedis	64%	Leotiomycetes incertae sedis	64%	Collophora	64%	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03096	Fungi	100%	Ascomycota	100%	Eurotiomycetes	100%	Chaetothyriales	100%	Herpotrichiellaceae	100%	Exophiala	94%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu03097	Fungi	100%	Ascomycota	100%	Dothideomycetes	88%	Dothideomycetes incertae sedis	70%	Dothideomycetes incertae sedis	70%	Repetophragma	70%	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03098	Fungi	100%	Ascomycota	100%	Leotiomycetes	99%	Helotiales	98%	Dermateaceae	92%	Neofabraea	92%	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03099	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Leotiomycetes incertae sedis	67%	Leotiomycetes incertae sedis	67%	Collophora	67%	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03100	Fungi	100%	Ascomycota	100%	Leotiomycetes	98%	Leotiomycetes incertae sedis	34%	Leotiomycetes incertae sedis	34%	Collophora	34%	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03101	Fungi	100%	Ascomycota	100%	Leotiomycetes	99%	Helotiales	99%	Helotiaceae	50%	Hymenoscyphus	23%	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03102	Fungi	100%	Ascomycota	100%	Leotiomycetes	78%	Leotiomycetes incertae sedis	42%	Myxotrichaceae	42%	Myxotrichum	41%	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03103	Fungi	100%	Ascomycota	100%	Pezizomycetes	63%	Pezizales	63%	Pezizales incertae sedis	63%	Phialea	63%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03104	Fungi	100%	Ascomycota	100%	Pezizomycetes	11%	Pezizales	11%	Pezizales incertae sedis	11%	Phialea	11%	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03105	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Leotiomycetes incertae sedis	64%	Leotiomycetes incertae sedis	64%	Collophora	64%	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03106	Fungi	100%	Ascomycota	100%	Leotiomycetes	97%	Helotiales	96%	Helotiales incertae sedis	78%	Chalara	40%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03107	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Dothideomycetes incertae sedis	100%	Dothideomycetes incertae sedis	100%	Repetophragma	100%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu03108	Fungi	100%	Ascomycota	100%	Eurotiomycetes	100%	Eurotiales	100%	Trichocomaceae	100%	Hamigera	83%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03109	Fungi	100%	Ascomycota	100%	Leotiomycetes	97%	Helotiales	97%	Hyaloscyphaceae	61%	Hyaloscypha	44%	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03110	Fungi	100%	Ascomycota	100%	Lecanoromycetes	67%	Lecanoromycetes incertae sedis	37%	Lecanoromycetes incertae sedis	37%	Furcaspora	37%	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu03111	Fungi	100%	Ascomycota	100%	Leotiomycetes	99%	Thelebolales	60%	Thelebolaceae	60%	Thelebolus	60%	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03112	Fungi	100%	Ascomycota	100%	Leotiomycetes	92%	Helotiales	91%	Helotiales incertae sedis	67%	Chalara	65%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03113	Fungi	100%	Ascomycota	100%	Leotiomycetes	62%	Helotiales	62%	Helotiales incertae sedis	58%	Satchmopsis	38%	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03114	Fungi	100%	Ascomycota	100%	Leotiomycetes	98%	Helotiales	94%	Sclerotiniaceae	40%	Mitrula	29%	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03115	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	100%	Helotiaceae	41%	Godronia	21%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03116	Fungi	100%	Ascomycota	100%	Leotiomycetes	69%	Helotiales	67%	Helotiales incertae sedis	59%	Chalara	59%	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03117	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Leotiomycetes incertae sedis	62%	Leotiomycetes incertae sedis	62%	Collophora	62%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03118	Fungi	100%	Ascomycota	100%	Dothideomycetes	99%	Pleosporales	72%	Pleomassariaceae	50%	Pleomassaria	50%	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu03119	Fungi	100%	Ascomycota	100%	Leotiomycetes	98%	Helotiales	96%	Dermateaceae	61%	Neofabraea	59%	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03120	Fungi	100%	Ascomycota	100%	Leotiomycetes	99%	Helotiales	99%	Dermateaceae	42%	Neofabraea	42%	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03121	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	99%	Helotiaceae	43%	Godronia	26%	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03122	Fungi	100%	Ascomycota	100%	Dothideomycetes	96%	Dothideomycetes incertae sedis	84%	Dothideomycetes incertae sedis	84%	Repetophragma	84%	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03123	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	100%	Helotiaceae	34%	Godronia	12%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03124	Fungi	99%	Ascomycota	94%	Ascomycota incertae sedis	32%	Ascomycota incertae sedis	32%	Ascomycota incertae sedis	32%	Anungitopsis	32%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu03125	Fungi	100%	Ascomycota	100%	Pezizomycetes	45%	Pezizales	45%	Pezizales incertae sedis	45%	Phialea	45%	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03126	Fungi	100%	Ascomycota	100%	Leotiomycetes	93%	Helotiales	92%	Vibrisseaceae	25%	Vibrissea	25%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03127	Fungi	100%	Ascomycota	100%	Leotiomycetes	98%	Leotiomycetes incertae sedis	35%	Leotiomycetes incertae sedis	35%	Collophora	35%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
