OTU	Domain		Phylum		Class		Order		Family		Genus		A1.FF	A2.FF	A3.FF	A4.FF	A5.FF	A6.FF	B1.FF	B2.FF	B3.FF	B4.FF	B5.FF	B6.FF	C1.FF	C2.FF	C3.FF	C4.FF	C5.FF	C6.FF	D1.FF	D2.FF	D3.FF	D4.FF	D5.FF	D6.FF
Otu02046	Fungi	100%	Ascomycota	100%	Leotiomycetes	96%	Helotiales	93%	Sclerotiniaceae	48%	Mitrula	35%	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02047	Fungi	100%	Ascomycota	98%	Ascomycota incertae sedis	64%	Ascomycota incertae sedis	64%	Ascomycota incertae sedis	64%	Anungitopsis	61%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02048	Fungi	100%	Ascomycota	100%	Ascomycota incertae sedis	38%	Ascomycota incertae sedis	38%	Ascomycota incertae sedis	38%	Anungitopsis	38%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02049	Fungi	97%	Ascomycota	97%	Ascomycota incertae sedis	54%	Ascomycota incertae sedis	54%	Ascomycota incertae sedis	54%	Anungitopsis	52%	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu02050	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	100%	Helotiaceae	52%	Godronia	23%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02051	Fungi	100%	Ascomycota	100%	Ascomycota incertae sedis	77%	Ascomycota incertae sedis	77%	Ascomycota incertae sedis	77%	Scolecobasidiella	42%	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02052	Fungi	100%	Ascomycota	100%	Leotiomycetes	98%	Helotiales	96%	Helotiales incertae sedis	95%	Hyalodendriella	50%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02053	Fungi	100%	Ascomycota	100%	Leotiomycetes	99%	Helotiales	98%	Helotiaceae	53%	Godronia	25%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02054	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Leotiomycetes incertae sedis	44%	Leotiomycetes incertae sedis	44%	Collophora	44%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02055	Fungi	100%	Ascomycota	100%	Pezizomycetes	20%	Pezizales	20%	Pezizales incertae sedis	17%	Phialea	17%	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02056	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	100%	Helotiaceae	99%	Cudoniella	99%	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02057	Fungi	100%	Ascomycota	100%	Pezizomycetes	50%	Pezizales	50%	Pezizales incertae sedis	50%	Phialea	50%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02058	Fungi	100%	Ascomycota	100%	Leotiomycetes	86%	Helotiales	85%	Sclerotiniaceae	48%	Ciboria	13%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02059	Fungi	100%	Ascomycota	100%	Leotiomycetes	99%	Helotiales	98%	Hyaloscyphaceae	73%	Hyaloscypha	58%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02060	Fungi	100%	Ascomycota	100%	Leotiomycetes	90%	Helotiales	87%	Helotiales incertae sedis	30%	Clathrosporium	20%	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu02061	Fungi	100%	Ascomycota	100%	Leotiomycetes	99%	Helotiales	95%	Helotiaceae	40%	Godronia	26%	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02062	Fungi	100%	Ascomycota	100%	Pezizomycetes	55%	Pezizales	55%	Pezizales incertae sedis	55%	Phialea	55%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02063	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Thelebolales	42%	Thelebolaceae	42%	Thelebolus	42%	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02064	Fungi	100%	Ascomycota	100%	Pezizomycetes	59%	Pezizales	59%	Pezizales incertae sedis	59%	Phialea	59%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02065	Fungi	100%	Ascomycota	96%	Ascomycota incertae sedis	46%	Ascomycota incertae sedis	46%	Ascomycota incertae sedis	46%	Anungitopsis	45%	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02066	Fungi	100%	Ascomycota	100%	Leotiomycetes	49%	Helotiales	49%	Helotiales incertae sedis	43%	Chalara	42%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02067	Fungi	100%	Ascomycota	100%	Dothideomycetes	93%	Dothideomycetes incertae sedis	73%	Dothideomycetes incertae sedis	73%	Repetophragma	73%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02068	Fungi	100%	Ascomycota	100%	Leotiomycetes	92%	Helotiales	92%	Helotiales incertae sedis	51%	Clathrosporium	46%	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02069	Fungi	100%	Ascomycota	100%	Pezizomycetes	64%	Pezizales	64%	Pezizales incertae sedis	64%	Phialea	64%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02070	Fungi	100%	Ascomycota	100%	Leotiomycetes	85%	Helotiales	85%	Helotiales incertae sedis	36%	Eleutheromyces	31%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02071	Fungi	100%	Ascomycota	100%	Leotiomycetes	98%	Helotiales	98%	Dermateaceae	57%	Neofabraea	57%	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02072	Fungi	100%	Ascomycota	100%	Leotiomycetes	97%	Helotiales	95%	Dermateaceae	46%	Neofabraea	46%	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02073	Fungi	100%	Ascomycota	100%	Eurotiomycetes	61%	Chaetothyriales	60%	Herpotrichiellaceae	56%	Cladophialophora	30%	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02074	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	98%	Helotiaceae	45%	Godronia	34%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02075	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	99%	Helotiaceae	53%	Godronia	25%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02076	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	96%	Helotiaceae	58%	Godronia	39%	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02077	Fungi	100%	Ascomycota	100%	Leotiomycetes	86%	Helotiales	86%	Helotiales incertae sedis	47%	Eleutheromyces	38%	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu02078	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Dothideomycetes incertae sedis	100%	Dothideomycetes incertae sedis	100%	Repetophragma	100%	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02079	Fungi	100%	Ascomycota	100%	Pezizomycetes	44%	Pezizales	44%	Pezizales incertae sedis	44%	Phialea	44%	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02080	Fungi	100%	Ascomycota	100%	Leotiomycetes	99%	Helotiales	74%	Bulgariaceae	8%	Bulgaria	8%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu02081	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	100%	Helotiaceae	51%	Cudoniella	24%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02082	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Leotiomycetes incertae sedis	55%	Leotiomycetes incertae sedis	55%	Collophora	55%	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu02083	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	78%	Helotiales incertae sedis	54%	Hyalodendriella	15%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02084	Fungi	100%	Ascomycota	100%	Leotiomycetes	89%	Helotiales	88%	Helotiales incertae sedis	43%	Eleutheromyces	30%	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02085	Fungi	100%	Ascomycota	100%	Leotiomycetes	99%	Leotiomycetes incertae sedis	57%	Leotiomycetes incertae sedis	57%	Collophora	57%	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02086	Fungi	100%	Ascomycota	100%	Leotiomycetes	64%	Helotiales	63%	Helotiales incertae sedis	62%	Chalara	59%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02087	Fungi	100%	Ascomycota	100%	Leotiomycetes	94%	Helotiales	94%	Helotiaceae	52%	Chloroscypha	26%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02088	Fungi	100%	Ascomycota	100%	Leotiomycetes	99%	Helotiales	96%	Helotiaceae	40%	Godronia	22%	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02089	Fungi	100%	Ascomycota	100%	Leotiomycetes	55%	Helotiales	55%	Helotiales incertae sedis	53%	Chalara	53%	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02090	Fungi	100%	Ascomycota	100%	Leotiomycetes	87%	Helotiales	87%	Hyaloscyphaceae	73%	Lachnum	73%	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02091	Fungi	100%	Ascomycota	100%	Leotiomycetes	90%	Helotiales	90%	Sclerotiniaceae	26%	Scleromitrula	23%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02092	Fungi	100%	Ascomycota	100%	Leotiomycetes	95%	Helotiales	95%	Sclerotiniaceae	39%	Scleromitrula	37%	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02093	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	99%	Helotiaceae	47%	Godronia	33%	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu02094	Fungi	100%	Ascomycota	100%	Leotiomycetes	98%	Helotiales	97%	Sclerotiniaceae	44%	Mitrula	15%	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02095	Fungi	100%	Ascomycota	100%	Leotiomycetes	57%	Helotiales	54%	Helotiales incertae sedis	51%	Chalara	51%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02096	Fungi	100%	Ascomycota	100%	Leotiomycetes	97%	Helotiales	96%	Sclerotiniaceae	55%	Mitrula	29%	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02097	Fungi	100%	Ascomycota	100%	Pezizomycetes	59%	Pezizales	59%	Pezizales incertae sedis	59%	Phialea	59%	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02098	Fungi	100%	Ascomycota	100%	Eurotiomycetes	100%	Chaetothyriales	100%	Chaetothyriaceae	100%	Ceramothyrium	100%	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02099	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	97%	Helotiaceae	52%	Godronia	24%	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02100	Fungi	100%	Ascomycota	100%	Leotiomycetes	71%	Helotiales	71%	Helotiales incertae sedis	61%	Chalara	60%	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02101	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Leotiomycetes incertae sedis	63%	Leotiomycetes incertae sedis	63%	Collophora	63%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02102	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	100%	Hyaloscyphaceae	71%	Hyaloscypha	61%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02103	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Leotiomycetes incertae sedis	60%	Leotiomycetes incertae sedis	60%	Collophora	60%	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02104	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	99%	Sclerotiniaceae	92%	Sclerotinia	69%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu02105	Fungi	100%	Ascomycota	100%	Leotiomycetes	98%	Helotiales	77%	Helotiales incertae sedis	65%	Fulvoflamma	47%	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02106	Fungi	100%	Ascomycota	100%	Leotiomycetes	99%	Helotiales	78%	Helotiales incertae sedis	63%	Chalara	37%	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu02107	Fungi	100%	Ascomycota	100%	Pezizomycetes	18%	Pezizales	18%	Pezizales incertae sedis	18%	Phialea	18%	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02108	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	57%	Helotiales incertae sedis	44%	Fulvoflamma	24%	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu02109	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Dothideomycetes incertae sedis	100%	Dothideomycetes incertae sedis	100%	Repetophragma	100%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Otu02110	Fungi	100%	Ascomycota	100%	Leotiomycetes	92%	Helotiales	92%	Sclerotiniaceae	40%	Ciboria	10%	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02111	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	100%	Helotiaceae	31%	Godronia	16%	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02112	Fungi	100%	Ascomycota	100%	Leotiomycetes	95%	Helotiales	73%	Helotiales incertae sedis	58%	Fulvoflamma	39%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02113	Fungi	100%	Ascomycota	100%	Leotiomycetes	84%	Helotiales	84%	Sclerotiniaceae	35%	Scleromitrula	33%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02114	Fungi	100%	Ascomycota	100%	Dothideomycetes	91%	Dothideomycetes incertae sedis	73%	Dothideomycetes incertae sedis	72%	Repetophragma	72%	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02115	Fungi	100%	Ascomycota	100%	Leotiomycetes	95%	Helotiales	93%	Helotiaceae	47%	Cudoniella	30%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02116	Fungi	100%	Ascomycota	100%	Lecanoromycetes	48%	Lecanorales	40%	Lecideaceae	21%	Hypocenomyce	21%	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu02117	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Pleosporales	100%	Lophiostomataceae	75%	Herpotrichia	75%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02118	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	98%	Dermateaceae	33%	Neofabraea	33%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02119	Fungi	100%	Ascomycota	100%	Pezizomycetes	20%	Pezizales	20%	Pezizales incertae sedis	20%	Phialea	20%	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02120	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Dothideomycetes incertae sedis	100%	Dothideomycetes incertae sedis	100%	Repetophragma	100%	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02121	Fungi	100%	Ascomycota	100%	Eurotiomycetes	85%	Chaetothyriales	84%	Herpotrichiellaceae	77%	Cladophialophora	33%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02122	Fungi	100%	Ascomycota	100%	Eurotiomycetes	82%	Chaetothyriales	82%	Herpotrichiellaceae	75%	Cladophialophora	41%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02123	Fungi	100%	Ascomycota	100%	Eurotiomycetes	88%	Chaetothyriales	88%	Herpotrichiellaceae	79%	Sorocybe	33%	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02124	Fungi	100%	Ascomycota	100%	Leotiomycetes	98%	Helotiales	98%	Helotiales incertae sedis	53%	Chalara	21%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02125	Fungi	100%	Ascomycota	100%	Pezizomycetes	54%	Pezizales	54%	Pezizales incertae sedis	54%	Phialea	54%	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02126	Fungi	100%	Ascomycota	100%	Pezizomycetes	40%	Pezizales	40%	Pezizales incertae sedis	40%	Phialea	40%	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02127	Fungi	100%	Ascomycota	100%	Dothideomycetes	92%	Dothideomycetes incertae sedis	80%	Dothideomycetes incertae sedis	80%	Repetophragma	80%	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu02128	Fungi	100%	Ascomycota	100%	Leotiomycetes	98%	Helotiales	98%	Dermateaceae	53%	Neofabraea	53%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Otu02129	Fungi	100%	Ascomycota	100%	Ascomycota incertae sedis	69%	Ascomycota incertae sedis	69%	Ascomycota incertae sedis	69%	Scolecobasidiella	46%	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02130	Fungi	100%	Ascomycota	100%	Pezizomycetes	14%	Pezizales	14%	Pezizales incertae sedis	14%	Phialea	14%	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02131	Fungi	100%	Ascomycota	100%	Pezizomycetes	59%	Pezizales	59%	Pezizales incertae sedis	59%	Phialea	59%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02132	Fungi	100%	Ascomycota	100%	Leotiomycetes	99%	Helotiales	73%	Helotiales incertae sedis	36%	Chalara	22%	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02133	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	98%	Helotiaceae	53%	Godronia	21%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02134	Fungi	100%	Ascomycota	100%	Dothideomycetes	94%	Pleosporales	93%	Pleomassariaceae	39%	Pleomassaria	39%	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02135	Fungi	100%	Ascomycota	100%	Leotiomycetes	99%	Helotiales	94%	Helotiales incertae sedis	20%	Clathrosporium	17%	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02136	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	95%	Helotiaceae	33%	Godronia	13%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02137	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	100%	Helotiaceae	61%	Cudoniella	32%	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu02138	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Dothideomycetes incertae sedis	100%	Dothideomycetes incertae sedis	100%	Repetophragma	100%	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02139	Fungi	100%	Ascomycota	100%	Leotiomycetes	96%	Helotiales	76%	Helotiales incertae sedis	64%	Fulvoflamma	39%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02140	Fungi	100%	Ascomycota	100%	Eurotiomycetes	100%	Chaetothyriales	100%	Herpotrichiellaceae	100%	Cladophialophora	100%	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu02141	Fungi	100%	Ascomycota	100%	Pezizomycetes	51%	Pezizales	51%	Pezizales incertae sedis	51%	Phialea	51%	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02142	Fungi	100%	Ascomycota	100%	Leotiomycetes	96%	Helotiales	96%	Sclerotiniaceae	56%	Ciboria	13%	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02143	Fungi	100%	Ascomycota	100%	Leotiomycetes	95%	Helotiales	95%	Helotiales incertae sedis	33%	Clathrosporium	29%	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu02144	Fungi	100%	Ascomycota	100%	Ascomycota incertae sedis	30%	Ascomycota incertae sedis	30%	Ascomycota incertae sedis	30%	Anungitopsis	30%	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02145	Fungi	100%	Ascomycota	100%	Pezizomycetes	49%	Pezizales	49%	Pezizales incertae sedis	49%	Phialea	49%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02146	Fungi	100%	Ascomycota	100%	Pezizomycetes	29%	Pezizales	29%	Pezizales incertae sedis	29%	Phialea	29%	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu02147	Fungi	100%	Ascomycota	100%	Leotiomycetes	98%	Helotiales	96%	Hyaloscyphaceae	54%	Hyaloscypha	36%	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02148	Fungi	100%	Ascomycota	100%	Leotiomycetes	98%	Helotiales	95%	Hyaloscyphaceae	49%	Hyaloscypha	47%	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02149	Fungi	100%	Ascomycota	100%	Leotiomycetes	87%	Helotiales	86%	Sclerotiniaceae	32%	Scleromitrula	28%	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02150	Fungi	100%	Ascomycota	100%	Leotiomycetes	98%	Helotiales	98%	Helotiaceae	48%	Godronia	28%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02151	Fungi	100%	Ascomycota	100%	Leotiomycetes	33%	Helotiales	32%	Helotiales incertae sedis	22%	Fulvoflamma	15%	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu02152	Fungi	100%	Ascomycota	100%	Leotiomycetes	90%	Helotiales	90%	Sclerotiniaceae	37%	Scleromitrula	33%	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02153	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Dothideomycetes incertae sedis	100%	Dothideomycetes incertae sedis	100%	Repetophragma	100%	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02154	Fungi	100%	Ascomycota	100%	Leotiomycetes	93%	Helotiales	92%	Sclerotiniaceae	42%	Scleromitrula	40%	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02155	Fungi	100%	Ascomycota	100%	Lecanoromycetes	73%	Lecanoromycetes incertae sedis	31%	Lecanoromycetes incertae sedis	31%	Furcaspora	31%	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02156	Fungi	100%	Ascomycota	100%	Dothideomycetes	80%	Hysteriales	35%	Hysteriaceae	33%	Hysteropatella	23%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02157	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Dothideomycetes incertae sedis	100%	Dothideomycetes incertae sedis	100%	Repetophragma	100%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02158	Fungi	100%	Ascomycota	100%	Leotiomycetes	97%	Helotiales	90%	Helotiales incertae sedis	87%	Fulvoflamma	52%	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02159	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Leotiomycetes incertae sedis	53%	Leotiomycetes incertae sedis	53%	Collophora	53%	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02160	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Leotiomycetes incertae sedis	100%	Leotiomycetes incertae sedis	100%	Collophora	100%	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
